__run_id,__done,generation,model_size,task
run_36_repetition_7,DONE,3,8B,ReCoRD
run_78_repetition_19,DONE,4-scout,17B,WiC
run_82_repetition_7,DONE,4-maverick,17B,COPA
run_39_repetition_6,DONE,3,8B,WSC
run_33_repetition_8,DONE,3,8B,CB
run_54_repetition_27,DONE,3.2,1B,WiC
run_59_repetition_29,DONE,3.2,3B,MultiRC
run_87_repetition_19,DONE,4-maverick,17B,WSC
run_49_repetition_14,DONE,3.2,1B,CB
run_4_repetition_17,DONE,1,6.7B,ReCoRD
run_66_repetition_5,DONE,3.2,11B,COPA
run_79_repetition_5,DONE,4-scout,17B,WSC
run_70_repetition_26,DONE,3.2,11B,WiC
run_74_repetition_8,DONE,4-scout,17B,COPA
run_79_repetition_16,DONE,4-scout,17B,WSC
run_25_repetition_18,DONE,2,13B,CB
run_47_repetition_7,DONE,3.1,8B,WSC
run_1_repetition_22,DONE,1,6.7B,CB
run_5_repetition_29,DONE,1,6.7B,RTE
run_8_repetition_4,DONE,1,13B,BoolQ
run_15_repetition_5,DONE,1,13B,WSC
run_52_repetition_15,DONE,3.2,1B,ReCoRD
run_70_repetition_3,DONE,3.2,11B,WiC
run_57_repetition_28,DONE,3.2,3B,CB
run_57_repetition_5,DONE,3.2,3B,CB
run_64_repetition_29,DONE,3.2,11B,BoolQ
run_52_repetition_5,DONE,3.2,1B,ReCoRD
run_77_repetition_28,DONE,4-scout,17B,RTE
run_21_repetition_19,DONE,2,6.7B,RTE
run_39_repetition_8,DONE,3,8B,WSC
run_64_repetition_10,DONE,3.2,11B,BoolQ
run_8_repetition_13,DONE,1,13B,BoolQ
run_18_repetition_23,DONE,2,6.7B,COPA
run_29_repetition_16,DONE,2,13B,RTE
run_46_repetition_8,DONE,3.1,8B,WiC
run_32_repetition_2,DONE,3,8B,BoolQ
run_15_repetition_10,DONE,1,13B,WSC
run_31_repetition_26,DONE,2,13B,WSC
run_62_repetition_14,DONE,3.2,3B,WiC
run_39_repetition_22,DONE,3,8B,WSC
run_38_repetition_25,DONE,3,8B,WiC
run_72_repetition_26,DONE,4-scout,17B,BoolQ
run_39_repetition_19,DONE,3,8B,WSC
run_9_repetition_23,DONE,1,13B,CB
run_1_repetition_4,DONE,1,6.7B,CB
run_20_repetition_7,DONE,2,6.7B,ReCoRD
run_2_repetition_7,DONE,1,6.7B,COPA
run_25_repetition_17,DONE,2,13B,CB
run_18_repetition_22,DONE,2,6.7B,COPA
run_73_repetition_13,DONE,4-scout,17B,CB
run_17_repetition_12,DONE,2,6.7B,CB
run_12_repetition_13,DONE,1,13B,ReCoRD
run_37_repetition_5,DONE,3,8B,RTE
run_22_repetition_10,DONE,2,6.7B,WiC
run_2_repetition_14,DONE,1,6.7B,COPA
run_33_repetition_14,DONE,3,8B,CB
run_63_repetition_2,DONE,3.2,3B,WSC
run_74_repetition_18,DONE,4-scout,17B,COPA
run_54_repetition_28,DONE,3.2,1B,WiC
run_7_repetition_7,DONE,1,6.7B,WSC
run_60_repetition_28,DONE,3.2,3B,ReCoRD
run_17_repetition_6,DONE,2,6.7B,CB
run_83_repetition_0,DONE,4-maverick,17B,MultiRC
run_13_repetition_6,DONE,1,13B,RTE
run_62_repetition_24,DONE,3.2,3B,WiC
run_12_repetition_19,DONE,1,13B,ReCoRD
run_30_repetition_3,DONE,2,13B,WiC
run_6_repetition_22,DONE,1,6.7B,WiC
run_27_repetition_25,DONE,2,13B,MultiRC
run_82_repetition_13,DONE,4-maverick,17B,COPA
run_26_repetition_12,DONE,2,13B,COPA
run_52_repetition_16,DONE,3.2,1B,ReCoRD
run_45_repetition_17,DONE,3.1,8B,RTE
run_44_repetition_3,DONE,3.1,8B,ReCoRD
run_57_repetition_17,DONE,3.2,3B,CB
run_72_repetition_5,DONE,4-scout,17B,BoolQ
run_4_repetition_29,DONE,1,6.7B,ReCoRD
run_75_repetition_0,DONE,4-scout,17B,MultiRC
run_59_repetition_16,DONE,3.2,3B,MultiRC
run_2_repetition_5,DONE,1,6.7B,COPA
run_61_repetition_5,DONE,3.2,3B,RTE
run_86_repetition_20,DONE,4-maverick,17B,WiC
run_4_repetition_1,DONE,1,6.7B,ReCoRD
run_7_repetition_9,DONE,1,6.7B,WSC
run_42_repetition_2,DONE,3.1,8B,COPA
run_38_repetition_24,DONE,3,8B,WiC
run_30_repetition_10,DONE,2,13B,WiC
run_21_repetition_26,DONE,2,6.7B,RTE
run_40_repetition_12,DONE,3.1,8B,BoolQ
run_77_repetition_5,DONE,4-scout,17B,RTE
run_75_repetition_4,DONE,4-scout,17B,MultiRC
run_56_repetition_19,DONE,3.2,3B,BoolQ
run_54_repetition_11,DONE,3.2,1B,WiC
run_66_repetition_25,DONE,3.2,11B,COPA
run_87_repetition_5,DONE,4-maverick,17B,WSC
run_83_repetition_23,DONE,4-maverick,17B,MultiRC
run_21_repetition_20,DONE,2,6.7B,RTE
run_8_repetition_27,DONE,1,13B,BoolQ
run_84_repetition_28,DONE,4-maverick,17B,ReCoRD
run_29_repetition_2,DONE,2,13B,RTE
run_53_repetition_14,DONE,3.2,1B,RTE
run_58_repetition_20,DONE,3.2,3B,COPA
run_39_repetition_23,DONE,3,8B,WSC
run_32_repetition_4,DONE,3,8B,BoolQ
run_43_repetition_8,DONE,3.1,8B,MultiRC
run_79_repetition_8,DONE,4-scout,17B,WSC
run_49_repetition_28,DONE,3.2,1B,CB
run_26_repetition_21,DONE,2,13B,COPA
run_72_repetition_23,DONE,4-scout,17B,BoolQ
run_62_repetition_17,DONE,3.2,3B,WiC
run_58_repetition_14,DONE,3.2,3B,COPA
run_22_repetition_8,DONE,2,6.7B,WiC
run_38_repetition_16,DONE,3,8B,WiC
run_20_repetition_3,DONE,2,6.7B,ReCoRD
run_80_repetition_16,DONE,4-maverick,17B,BoolQ
run_20_repetition_15,DONE,2,6.7B,ReCoRD
run_0_repetition_9,DONE,1,6.7B,BoolQ
run_73_repetition_15,DONE,4-scout,17B,CB
run_54_repetition_16,DONE,3.2,1B,WiC
run_84_repetition_17,DONE,4-maverick,17B,ReCoRD
run_42_repetition_12,DONE,3.1,8B,COPA
run_33_repetition_12,DONE,3,8B,CB
run_23_repetition_23,DONE,2,6.7B,WSC
run_75_repetition_17,DONE,4-scout,17B,MultiRC
run_64_repetition_15,DONE,3.2,11B,BoolQ
run_2_repetition_29,DONE,1,6.7B,COPA
run_50_repetition_9,DONE,3.2,1B,COPA
run_41_repetition_17,DONE,3.1,8B,CB
run_55_repetition_20,DONE,3.2,1B,WSC
run_87_repetition_14,DONE,4-maverick,17B,WSC
run_22_repetition_3,DONE,2,6.7B,WiC
run_75_repetition_23,DONE,4-scout,17B,MultiRC
run_72_repetition_7,DONE,4-scout,17B,BoolQ
run_23_repetition_20,DONE,2,6.7B,WSC
run_55_repetition_19,DONE,3.2,1B,WSC
run_67_repetition_0,DONE,3.2,11B,MultiRC
run_16_repetition_12,DONE,2,6.7B,BoolQ
run_71_repetition_7,DONE,3.2,11B,WSC
run_43_repetition_26,DONE,3.1,8B,MultiRC
run_75_repetition_6,DONE,4-scout,17B,MultiRC
run_75_repetition_14,DONE,4-scout,17B,MultiRC
run_86_repetition_29,DONE,4-maverick,17B,WiC
run_5_repetition_7,DONE,1,6.7B,RTE
run_10_repetition_13,DONE,1,13B,COPA
run_0_repetition_3,DONE,1,6.7B,BoolQ
run_68_repetition_15,DONE,3.2,11B,ReCoRD
run_9_repetition_26,DONE,1,13B,CB
run_4_repetition_13,DONE,1,6.7B,ReCoRD
run_52_repetition_19,DONE,3.2,1B,ReCoRD
run_14_repetition_3,DONE,1,13B,WiC
run_72_repetition_11,DONE,4-scout,17B,BoolQ
run_44_repetition_14,DONE,3.1,8B,ReCoRD
run_59_repetition_20,DONE,3.2,3B,MultiRC
run_16_repetition_28,DONE,2,6.7B,BoolQ
run_37_repetition_13,DONE,3,8B,RTE
run_39_repetition_3,DONE,3,8B,WSC
run_43_repetition_5,DONE,3.1,8B,MultiRC
run_61_repetition_10,DONE,3.2,3B,RTE
run_66_repetition_28,DONE,3.2,11B,COPA
run_23_repetition_18,DONE,2,6.7B,WSC
run_76_repetition_10,DONE,4-scout,17B,ReCoRD
run_26_repetition_3,DONE,2,13B,COPA
run_14_repetition_20,DONE,1,13B,WiC
run_47_repetition_15,DONE,3.1,8B,WSC
run_84_repetition_24,DONE,4-maverick,17B,ReCoRD
run_32_repetition_18,DONE,3,8B,BoolQ
run_34_repetition_7,DONE,3,8B,COPA
run_70_repetition_2,DONE,3.2,11B,WiC
run_63_repetition_11,DONE,3.2,3B,WSC
run_22_repetition_29,DONE,2,6.7B,WiC
run_52_repetition_18,DONE,3.2,1B,ReCoRD
run_10_repetition_6,DONE,1,13B,COPA
run_35_repetition_5,DONE,3,8B,MultiRC
run_76_repetition_23,DONE,4-scout,17B,ReCoRD
run_4_repetition_9,DONE,1,6.7B,ReCoRD
run_47_repetition_8,DONE,3.1,8B,WSC
run_31_repetition_17,DONE,2,13B,WSC
run_30_repetition_14,DONE,2,13B,WiC
run_75_repetition_25,DONE,4-scout,17B,MultiRC
run_1_repetition_2,DONE,1,6.7B,CB
run_28_repetition_9,DONE,2,13B,ReCoRD
run_16_repetition_14,DONE,2,6.7B,BoolQ
run_3_repetition_22,DONE,1,6.7B,MultiRC
run_46_repetition_21,DONE,3.1,8B,WiC
run_11_repetition_2,DONE,1,13B,MultiRC
run_49_repetition_0,DONE,3.2,1B,CB
run_60_repetition_24,DONE,3.2,3B,ReCoRD
run_10_repetition_28,DONE,1,13B,COPA
run_29_repetition_19,DONE,2,13B,RTE
run_11_repetition_10,DONE,1,13B,MultiRC
run_24_repetition_19,DONE,2,13B,BoolQ
run_30_repetition_21,DONE,2,13B,WiC
run_59_repetition_8,DONE,3.2,3B,MultiRC
run_87_repetition_20,DONE,4-maverick,17B,WSC
run_53_repetition_1,DONE,3.2,1B,RTE
run_11_repetition_3,DONE,1,13B,MultiRC
run_17_repetition_3,DONE,2,6.7B,CB
run_54_repetition_0,DONE,3.2,1B,WiC
run_9_repetition_3,DONE,1,13B,CB
run_82_repetition_27,DONE,4-maverick,17B,COPA
run_86_repetition_6,DONE,4-maverick,17B,WiC
run_84_repetition_9,DONE,4-maverick,17B,ReCoRD
run_36_repetition_20,DONE,3,8B,ReCoRD
run_6_repetition_7,DONE,1,6.7B,WiC
run_64_repetition_25,DONE,3.2,11B,BoolQ
run_87_repetition_27,DONE,4-maverick,17B,WSC
run_47_repetition_18,DONE,3.1,8B,WSC
run_55_repetition_14,DONE,3.2,1B,WSC
run_82_repetition_2,DONE,4-maverick,17B,COPA
run_45_repetition_14,DONE,3.1,8B,RTE
run_62_repetition_19,DONE,3.2,3B,WiC
run_49_repetition_22,DONE,3.2,1B,CB
run_11_repetition_27,DONE,1,13B,MultiRC
run_19_repetition_3,DONE,2,6.7B,MultiRC
run_21_repetition_3,DONE,2,6.7B,RTE
run_72_repetition_27,DONE,4-scout,17B,BoolQ
run_21_repetition_29,DONE,2,6.7B,RTE
run_14_repetition_28,DONE,1,13B,WiC
run_31_repetition_4,DONE,2,13B,WSC
run_66_repetition_3,DONE,3.2,11B,COPA
run_77_repetition_8,DONE,4-scout,17B,RTE
run_35_repetition_27,DONE,3,8B,MultiRC
run_18_repetition_9,DONE,2,6.7B,COPA
run_62_repetition_8,DONE,3.2,3B,WiC
run_21_repetition_13,DONE,2,6.7B,RTE
run_61_repetition_26,DONE,3.2,3B,RTE
run_45_repetition_5,DONE,3.1,8B,RTE
run_32_repetition_22,DONE,3,8B,BoolQ
run_72_repetition_17,DONE,4-scout,17B,BoolQ
run_69_repetition_17,DONE,3.2,11B,RTE
run_66_repetition_10,DONE,3.2,11B,COPA
run_84_repetition_12,DONE,4-maverick,17B,ReCoRD
run_28_repetition_16,DONE,2,13B,ReCoRD
run_47_repetition_1,DONE,3.1,8B,WSC
run_4_repetition_14,DONE,1,6.7B,ReCoRD
run_75_repetition_26,DONE,4-scout,17B,MultiRC
run_35_repetition_22,DONE,3,8B,MultiRC
run_0_repetition_29,DONE,1,6.7B,BoolQ
run_66_repetition_13,DONE,3.2,11B,COPA
run_3_repetition_27,DONE,1,6.7B,MultiRC
run_31_repetition_5,DONE,2,13B,WSC
run_66_repetition_29,DONE,3.2,11B,COPA
run_49_repetition_18,DONE,3.2,1B,CB
run_83_repetition_9,DONE,4-maverick,17B,MultiRC
run_14_repetition_14,DONE,1,13B,WiC
run_46_repetition_11,DONE,3.1,8B,WiC
run_44_repetition_11,DONE,3.1,8B,ReCoRD
run_37_repetition_26,DONE,3,8B,RTE
run_2_repetition_6,DONE,1,6.7B,COPA
run_37_repetition_27,DONE,3,8B,RTE
run_29_repetition_18,DONE,2,13B,RTE
run_14_repetition_15,DONE,1,13B,WiC
run_37_repetition_10,DONE,3,8B,RTE
run_15_repetition_29,DONE,1,13B,WSC
run_35_repetition_18,DONE,3,8B,MultiRC
run_81_repetition_29,DONE,4-maverick,17B,CB
run_80_repetition_0,DONE,4-maverick,17B,BoolQ
run_13_repetition_24,DONE,1,13B,RTE
run_74_repetition_11,DONE,4-scout,17B,COPA
run_53_repetition_20,DONE,3.2,1B,RTE
run_80_repetition_10,DONE,4-maverick,17B,BoolQ
run_34_repetition_25,DONE,3,8B,COPA
run_27_repetition_26,DONE,2,13B,MultiRC
run_14_repetition_5,DONE,1,13B,WiC
run_2_repetition_17,DONE,1,6.7B,COPA
run_56_repetition_10,DONE,3.2,3B,BoolQ
run_42_repetition_3,DONE,3.1,8B,COPA
run_49_repetition_15,DONE,3.2,1B,CB
run_53_repetition_29,DONE,3.2,1B,RTE
run_5_repetition_18,DONE,1,6.7B,RTE
run_58_repetition_27,DONE,3.2,3B,COPA
run_14_repetition_19,DONE,1,13B,WiC
run_14_repetition_11,DONE,1,13B,WiC
run_86_repetition_0,DONE,4-maverick,17B,WiC
run_33_repetition_18,DONE,3,8B,CB
run_45_repetition_20,DONE,3.1,8B,RTE
run_42_repetition_6,DONE,3.1,8B,COPA
run_74_repetition_19,DONE,4-scout,17B,COPA
run_41_repetition_2,DONE,3.1,8B,CB
run_77_repetition_22,DONE,4-scout,17B,RTE
run_19_repetition_12,DONE,2,6.7B,MultiRC
run_56_repetition_1,DONE,3.2,3B,BoolQ
run_12_repetition_23,DONE,1,13B,ReCoRD
run_69_repetition_26,DONE,3.2,11B,RTE
run_16_repetition_27,DONE,2,6.7B,BoolQ
run_7_repetition_5,DONE,1,6.7B,WSC
run_83_repetition_29,DONE,4-maverick,17B,MultiRC
run_20_repetition_14,DONE,2,6.7B,ReCoRD
run_79_repetition_10,DONE,4-scout,17B,WSC
run_59_repetition_17,DONE,3.2,3B,MultiRC
run_44_repetition_4,DONE,3.1,8B,ReCoRD
run_3_repetition_28,DONE,1,6.7B,MultiRC
run_77_repetition_1,DONE,4-scout,17B,RTE
run_55_repetition_11,DONE,3.2,1B,WSC
run_34_repetition_19,DONE,3,8B,COPA
run_63_repetition_25,DONE,3.2,3B,WSC
run_69_repetition_27,DONE,3.2,11B,RTE
run_63_repetition_4,DONE,3.2,3B,WSC
run_8_repetition_5,DONE,1,13B,BoolQ
run_19_repetition_28,DONE,2,6.7B,MultiRC
run_21_repetition_18,DONE,2,6.7B,RTE
run_50_repetition_6,DONE,3.2,1B,COPA
run_57_repetition_1,DONE,3.2,3B,CB
run_81_repetition_12,DONE,4-maverick,17B,CB
run_17_repetition_25,DONE,2,6.7B,CB
run_49_repetition_16,DONE,3.2,1B,CB
run_62_repetition_26,DONE,3.2,3B,WiC
run_48_repetition_19,DONE,3.2,1B,BoolQ
run_81_repetition_22,DONE,4-maverick,17B,CB
run_8_repetition_22,DONE,1,13B,BoolQ
run_40_repetition_18,DONE,3.1,8B,BoolQ
run_65_repetition_21,DONE,3.2,11B,CB
run_46_repetition_7,DONE,3.1,8B,WiC
run_73_repetition_3,DONE,4-scout,17B,CB
run_46_repetition_23,DONE,3.1,8B,WiC
run_28_repetition_29,DONE,2,13B,ReCoRD
run_15_repetition_12,DONE,1,13B,WSC
run_63_repetition_18,DONE,3.2,3B,WSC
run_67_repetition_25,DONE,3.2,11B,MultiRC
run_55_repetition_12,DONE,3.2,1B,WSC
run_57_repetition_15,DONE,3.2,3B,CB
run_37_repetition_16,DONE,3,8B,RTE
run_26_repetition_22,DONE,2,13B,COPA
run_53_repetition_9,DONE,3.2,1B,RTE
run_62_repetition_10,DONE,3.2,3B,WiC
run_46_repetition_12,DONE,3.1,8B,WiC
run_16_repetition_6,DONE,2,6.7B,BoolQ
run_13_repetition_23,DONE,1,13B,RTE
run_18_repetition_27,DONE,2,6.7B,COPA
run_6_repetition_19,DONE,1,6.7B,WiC
run_28_repetition_6,DONE,2,13B,ReCoRD
run_36_repetition_19,DONE,3,8B,ReCoRD
run_9_repetition_16,DONE,1,13B,CB
run_83_repetition_27,DONE,4-maverick,17B,MultiRC
run_78_repetition_6,DONE,4-scout,17B,WiC
run_69_repetition_16,DONE,3.2,11B,RTE
run_33_repetition_4,DONE,3,8B,CB
run_81_repetition_11,DONE,4-maverick,17B,CB
run_25_repetition_16,DONE,2,13B,CB
run_60_repetition_29,DONE,3.2,3B,ReCoRD
run_17_repetition_24,DONE,2,6.7B,CB
run_0_repetition_4,DONE,1,6.7B,BoolQ
run_1_repetition_19,DONE,1,6.7B,CB
run_66_repetition_20,DONE,3.2,11B,COPA
run_12_repetition_9,DONE,1,13B,ReCoRD
run_4_repetition_10,DONE,1,6.7B,ReCoRD
run_84_repetition_4,DONE,4-maverick,17B,ReCoRD
run_44_repetition_18,DONE,3.1,8B,ReCoRD
run_48_repetition_26,DONE,3.2,1B,BoolQ
run_10_repetition_19,DONE,1,13B,COPA
run_39_repetition_27,DONE,3,8B,WSC
run_59_repetition_26,DONE,3.2,3B,MultiRC
run_82_repetition_26,DONE,4-maverick,17B,COPA
run_12_repetition_1,DONE,1,13B,ReCoRD
run_59_repetition_7,DONE,3.2,3B,MultiRC
run_50_repetition_0,DONE,3.2,1B,COPA
run_39_repetition_9,DONE,3,8B,WSC
run_26_repetition_26,DONE,2,13B,COPA
run_23_repetition_25,DONE,2,6.7B,WSC
run_18_repetition_0,DONE,2,6.7B,COPA
run_51_repetition_21,DONE,3.2,1B,MultiRC
run_70_repetition_29,DONE,3.2,11B,WiC
run_85_repetition_27,DONE,4-maverick,17B,RTE
run_38_repetition_10,DONE,3,8B,WiC
run_8_repetition_26,DONE,1,13B,BoolQ
run_61_repetition_6,DONE,3.2,3B,RTE
run_2_repetition_27,DONE,1,6.7B,COPA
run_11_repetition_9,DONE,1,13B,MultiRC
run_34_repetition_4,DONE,3,8B,COPA
run_31_repetition_18,DONE,2,13B,WSC
run_40_repetition_19,DONE,3.1,8B,BoolQ
run_17_repetition_10,DONE,2,6.7B,CB
run_59_repetition_28,DONE,3.2,3B,MultiRC
run_72_repetition_29,DONE,4-scout,17B,BoolQ
run_57_repetition_21,DONE,3.2,3B,CB
run_82_repetition_8,DONE,4-maverick,17B,COPA
run_13_repetition_10,DONE,1,13B,RTE
run_5_repetition_19,DONE,1,6.7B,RTE
run_56_repetition_15,DONE,3.2,3B,BoolQ
run_48_repetition_16,DONE,3.2,1B,BoolQ
run_25_repetition_29,DONE,2,13B,CB
run_85_repetition_2,DONE,4-maverick,17B,RTE
run_70_repetition_14,DONE,3.2,11B,WiC
run_29_repetition_24,DONE,2,13B,RTE
run_11_repetition_16,DONE,1,13B,MultiRC
run_50_repetition_16,DONE,3.2,1B,COPA
run_5_repetition_3,DONE,1,6.7B,RTE
run_80_repetition_17,DONE,4-maverick,17B,BoolQ
run_79_repetition_20,DONE,4-scout,17B,WSC
run_68_repetition_20,DONE,3.2,11B,ReCoRD
run_81_repetition_24,DONE,4-maverick,17B,CB
run_68_repetition_6,DONE,3.2,11B,ReCoRD
run_38_repetition_23,DONE,3,8B,WiC
run_7_repetition_13,DONE,1,6.7B,WSC
run_46_repetition_9,DONE,3.1,8B,WiC
run_51_repetition_15,DONE,3.2,1B,MultiRC
run_38_repetition_19,DONE,3,8B,WiC
run_57_repetition_11,DONE,3.2,3B,CB
run_17_repetition_13,DONE,2,6.7B,CB
run_48_repetition_28,DONE,3.2,1B,BoolQ
run_80_repetition_22,DONE,4-maverick,17B,BoolQ
run_75_repetition_5,DONE,4-scout,17B,MultiRC
run_46_repetition_16,DONE,3.1,8B,WiC
run_8_repetition_29,DONE,1,13B,BoolQ
run_17_repetition_27,DONE,2,6.7B,CB
run_34_repetition_5,DONE,3,8B,COPA
run_86_repetition_13,DONE,4-maverick,17B,WiC
run_73_repetition_0,DONE,4-scout,17B,CB
run_59_repetition_14,DONE,3.2,3B,MultiRC
run_76_repetition_29,DONE,4-scout,17B,ReCoRD
run_31_repetition_22,DONE,2,13B,WSC
run_31_repetition_2,DONE,2,13B,WSC
run_75_repetition_21,DONE,4-scout,17B,MultiRC
run_44_repetition_5,DONE,3.1,8B,ReCoRD
run_1_repetition_6,DONE,1,6.7B,CB
run_54_repetition_19,DONE,3.2,1B,WiC
run_75_repetition_1,DONE,4-scout,17B,MultiRC
run_51_repetition_18,DONE,3.2,1B,MultiRC
run_48_repetition_7,DONE,3.2,1B,BoolQ
run_38_repetition_28,DONE,3,8B,WiC
run_7_repetition_28,DONE,1,6.7B,WSC
run_38_repetition_17,DONE,3,8B,WiC
run_25_repetition_9,DONE,2,13B,CB
run_28_repetition_7,DONE,2,13B,ReCoRD
run_65_repetition_22,DONE,3.2,11B,CB
run_21_repetition_5,DONE,2,6.7B,RTE
run_26_repetition_5,DONE,2,13B,COPA
run_20_repetition_27,DONE,2,6.7B,ReCoRD
run_21_repetition_15,DONE,2,6.7B,RTE
run_75_repetition_18,DONE,4-scout,17B,MultiRC
run_69_repetition_14,DONE,3.2,11B,RTE
run_46_repetition_1,DONE,3.1,8B,WiC
run_50_repetition_23,DONE,3.2,1B,COPA
run_28_repetition_0,DONE,2,13B,ReCoRD
run_3_repetition_6,DONE,1,6.7B,MultiRC
run_52_repetition_24,DONE,3.2,1B,ReCoRD
run_50_repetition_11,DONE,3.2,1B,COPA
run_26_repetition_7,DONE,2,13B,COPA
run_77_repetition_17,DONE,4-scout,17B,RTE
run_80_repetition_11,DONE,4-maverick,17B,BoolQ
run_81_repetition_0,DONE,4-maverick,17B,CB
run_31_repetition_12,DONE,2,13B,WSC
run_43_repetition_28,DONE,3.1,8B,MultiRC
run_30_repetition_19,DONE,2,13B,WiC
run_42_repetition_1,DONE,3.1,8B,COPA
run_45_repetition_0,DONE,3.1,8B,RTE
run_73_repetition_1,DONE,4-scout,17B,CB
run_11_repetition_8,DONE,1,13B,MultiRC
run_17_repetition_18,DONE,2,6.7B,CB
run_48_repetition_21,DONE,3.2,1B,BoolQ
run_74_repetition_13,DONE,4-scout,17B,COPA
run_41_repetition_10,DONE,3.1,8B,CB
run_31_repetition_25,DONE,2,13B,WSC
run_83_repetition_6,DONE,4-maverick,17B,MultiRC
run_29_repetition_21,DONE,2,13B,RTE
run_6_repetition_13,DONE,1,6.7B,WiC
run_12_repetition_7,DONE,1,13B,ReCoRD
run_8_repetition_2,DONE,1,13B,BoolQ
run_55_repetition_3,DONE,3.2,1B,WSC
run_0_repetition_19,DONE,1,6.7B,BoolQ
run_8_repetition_19,DONE,1,13B,BoolQ
run_48_repetition_2,DONE,3.2,1B,BoolQ
run_45_repetition_28,DONE,3.1,8B,RTE
run_33_repetition_24,DONE,3,8B,CB
run_47_repetition_28,DONE,3.1,8B,WSC
run_35_repetition_15,DONE,3,8B,MultiRC
run_76_repetition_22,DONE,4-scout,17B,ReCoRD
run_27_repetition_16,DONE,2,13B,MultiRC
run_62_repetition_21,DONE,3.2,3B,WiC
run_17_repetition_26,DONE,2,6.7B,CB
run_58_repetition_3,DONE,3.2,3B,COPA
run_49_repetition_27,DONE,3.2,1B,CB
run_65_repetition_15,DONE,3.2,11B,CB
run_19_repetition_17,DONE,2,6.7B,MultiRC
run_10_repetition_16,DONE,1,13B,COPA
run_5_repetition_16,DONE,1,6.7B,RTE
run_12_repetition_2,DONE,1,13B,ReCoRD
run_51_repetition_0,DONE,3.2,1B,MultiRC
run_4_repetition_24,DONE,1,6.7B,ReCoRD
run_63_repetition_16,DONE,3.2,3B,WSC
run_27_repetition_28,DONE,2,13B,MultiRC
run_58_repetition_13,DONE,3.2,3B,COPA
run_31_repetition_28,DONE,2,13B,WSC
run_85_repetition_19,DONE,4-maverick,17B,RTE
run_20_repetition_28,DONE,2,6.7B,ReCoRD
run_14_repetition_23,DONE,1,13B,WiC
run_45_repetition_9,DONE,3.1,8B,RTE
run_0_repetition_16,DONE,1,6.7B,BoolQ
run_81_repetition_26,DONE,4-maverick,17B,CB
run_21_repetition_17,DONE,2,6.7B,RTE
run_62_repetition_1,DONE,3.2,3B,WiC
run_63_repetition_26,DONE,3.2,3B,WSC
run_12_repetition_20,DONE,1,13B,ReCoRD
run_6_repetition_18,DONE,1,6.7B,WiC
run_56_repetition_29,DONE,3.2,3B,BoolQ
run_72_repetition_25,DONE,4-scout,17B,BoolQ
run_37_repetition_7,DONE,3,8B,RTE
run_54_repetition_10,DONE,3.2,1B,WiC
run_79_repetition_14,DONE,4-scout,17B,WSC
run_23_repetition_28,DONE,2,6.7B,WSC
run_18_repetition_26,DONE,2,6.7B,COPA
run_67_repetition_3,DONE,3.2,11B,MultiRC
run_30_repetition_20,DONE,2,13B,WiC
run_6_repetition_17,DONE,1,6.7B,WiC
run_24_repetition_21,DONE,2,13B,BoolQ
run_31_repetition_29,DONE,2,13B,WSC
run_41_repetition_4,DONE,3.1,8B,CB
run_68_repetition_8,DONE,3.2,11B,ReCoRD
run_27_repetition_22,DONE,2,13B,MultiRC
run_43_repetition_10,DONE,3.1,8B,MultiRC
run_19_repetition_16,DONE,2,6.7B,MultiRC
run_80_repetition_7,DONE,4-maverick,17B,BoolQ
run_55_repetition_7,DONE,3.2,1B,WSC
run_69_repetition_8,DONE,3.2,11B,RTE
run_55_repetition_26,DONE,3.2,1B,WSC
run_85_repetition_5,DONE,4-maverick,17B,RTE
run_81_repetition_13,DONE,4-maverick,17B,CB
run_64_repetition_7,DONE,3.2,11B,BoolQ
run_33_repetition_21,DONE,3,8B,CB
run_61_repetition_8,DONE,3.2,3B,RTE
run_56_repetition_28,DONE,3.2,3B,BoolQ
run_56_repetition_21,DONE,3.2,3B,BoolQ
run_85_repetition_7,DONE,4-maverick,17B,RTE
run_51_repetition_3,DONE,3.2,1B,MultiRC
run_78_repetition_20,DONE,4-scout,17B,WiC
run_83_repetition_24,DONE,4-maverick,17B,MultiRC
run_75_repetition_27,DONE,4-scout,17B,MultiRC
run_16_repetition_2,DONE,2,6.7B,BoolQ
run_57_repetition_22,DONE,3.2,3B,CB
run_24_repetition_5,DONE,2,13B,BoolQ
run_76_repetition_0,DONE,4-scout,17B,ReCoRD
run_18_repetition_17,DONE,2,6.7B,COPA
run_12_repetition_27,DONE,1,13B,ReCoRD
run_44_repetition_26,DONE,3.1,8B,ReCoRD
run_69_repetition_5,DONE,3.2,11B,RTE
run_30_repetition_11,DONE,2,13B,WiC
run_43_repetition_15,DONE,3.1,8B,MultiRC
run_7_repetition_27,DONE,1,6.7B,WSC
run_46_repetition_17,DONE,3.1,8B,WiC
run_19_repetition_22,DONE,2,6.7B,MultiRC
run_41_repetition_25,DONE,3.1,8B,CB
run_86_repetition_15,DONE,4-maverick,17B,WiC
run_11_repetition_1,DONE,1,13B,MultiRC
run_56_repetition_14,DONE,3.2,3B,BoolQ
run_66_repetition_24,DONE,3.2,11B,COPA
run_77_repetition_7,DONE,4-scout,17B,RTE
run_53_repetition_5,DONE,3.2,1B,RTE
run_71_repetition_28,DONE,3.2,11B,WSC
run_69_repetition_21,DONE,3.2,11B,RTE
